26.000000;94.144502;85.000446;48.753336;116.434305
26.000000;79.962801;56.977376;68.600985;93.763032
27.000000;86.361770;51.801354;56.465010;92.412928
27.000000;71.701362;43.532435;50.196937;97.753505
28.000000;84.570358;83.145456;67.198522;104.907934
28.000000;82.296499;71.405910;70.579392;102.073089
29.000000;71.865918;63.810173;62.134698;90.677614
29.000000;75.381424;75.265487;47.096560;102.226425
30.000000;116.942932;69.599538;77.976914;117.877907
30.000000;98.157414;71.499407;69.734175;104.937853
31.000000;44.471150;39.702778;31.000031;67.090065
31.000000;80.718261;72.542839;53.948057;103.352135
32.000000;100.528511;95.315090;79.282139;119.639400
32.000000;103.232458;68.604725;82.864963;110.573882
33.000000;83.691481;54.426764;56.016222;99.724432
33.000000;84.244986;55.189704;56.001262;104.848095
34.000000;99.170927;85.419315;59.180177;118.532389
34.000000;87.659515;61.678430;73.896683;92.943994
35.000000;72.935529;52.209003;40.506856;92.719600
35.000000;79.211081;76.780146;77.415929;108.341162
36.000000;103.367095;93.463840;92.192274;128.813374
36.000000;119.011096;80.490127;78.616437;114.975744
37.000000;80.875337;54.587580;58.391058;92.001539
37.000000;77.382270;71.933236;65.855898;118.588488
38.000000;120.252743;79.910442;76.589411;122.679938
38.000000;117.698392;76.862424;82.090804;130.099900
39.000000;88.691727;46.759969;50.447511;96.653974
39.000000;94.144502;72.920569;77.995614;113.812635
40.000000;90.542978;81.144609;48.723417;120.589334
40.000000;100.610789;71.649003;57.968449;112.784163
41.000000;90.737453;82.898622;81.933728;107.121954
41.000000;63.391304;64.550673;67.220962;106.703086
42.000000;103.692466;85.056545;85.617530;134.311027
42.000000;110.843155;65.092959;74.539946;116.322108
43.000000;87.898869;61.719569;54.815714;102.308703
43.000000;75.845171;60.821993;40.222624;98.542624
44.000000;90.827210;75.822732;98.086356;123.196044
44.000000;94.372635;69.034813;67.119985;107.858715
45.000000;60.728495;71.289973;76.436075;97.895621
45.000000;65.141577;68.817899;45.596860;105.091189
46.000000;120.581854;88.456114;89.091897;128.342147
46.000000;93.916368;57.545841;57.261608;101.082016
47.000000;72.299746;42.358107;39.530743;91.784625
47.000000;85.239800;74.551166;47.608926;106.261777
48.000000;106.684386;80.422809;66.472982;122.650019
48.000000;91.182501;72.542839;62.119738;115.368434
49.000000;82.116983;57.796414;64.681570;88.497253
49.000000;98.497745;69.143270;75.194429;110.184932
50.000000;108.445879;85.303378;49.576114;130.616006
50.000000;70.268980;55.975083;47.014282;98.565063
51.000000;66.536560;54.067734;53.181377;93.766772
51.000000;71.319892;58.802447;59.064240;109.104101
52.000000;123.861747;95.412328;71.297453;128.910612
52.000000;89.989473;60.836953;62.650804;115.327295
53.000000;57.927310;52.496976;52.418438;88.613190
53.000000;70.519554;51.666718;61.517614;97.185040
54.000000;85.490373;67.826826;55.616052;98.748318
54.000000;84.626456;53.428211;54.935390;93.561077
55.000000;43.124786;45.402385;27.607941;81.634536
55.000000;77.838538;42.459084;43.846587;94.638168
56.000000;87.251866;71.375991;46.210204;105.487618
56.000000;72.748534;66.360785;71.933236;95.651681
57.000000;58.286341;31.437599;41.116460;76.944702
57.000000;71.798599;59.748642;58.417237;88.026025
58.000000;84.215067;60.724756;62.512428;101.583163
58.000000;66.671197;65.302393;41.606387;93.418961
59.000000;60.657437;47.500469;49.362940;84.364663
59.000000;71.660223;50.795321;44.381393;80.763140
60.000000;105.745671;87.932528;79.674829;123.181085
60.000000;59.363432;76.675429;45.593120;113.917353
61.000000;67.834305;65.665163;49.471397;92.813097
61.000000;86.234613;83.897176;67.471535;111.381700
62.000000;96.575437;103.628888;92.083817;126.517076
62.000000;84.469380;95.573143;89.035798;119.815175
63.000000;67.202262;46.486956;57.714136;79.656129
63.000000;110.001677;80.845417;72.438122;110.585102
64.000000;94.985979;71.854698;36.968911;120.308842
64.000000;79.300839;82.158122;65.380931;108.472058
65.000000;75.198168;83.538145;52.519415;87.910088
65.000000;74.846618;49.658392;61.670950;103.580269
66.000000;92.289511;82.098284;59.412051;127.878399
66.000000;45.133113;93.617176;45.540762;101.414867
67.000000;96.885848;80.329311;95.902255;114.403540
67.000000;88.242939;103.673767;62.164617;110.977791
68.000000;78.945548;78.593998;52.927064;111.804309
68.000000;88.269119;67.471535;48.345687;100.651928
69.000000;70.523293;55.907764;53.241216;88.078384
69.000000;41.539069;79.027826;52.893405;97.544071
70.000000;112.930019;120.219084;77.849757;135.141285
70.000000;87.947487;82.696668;54.116352;110.398107
71.000000;87.221947;76.798846;66.285987;103.655067
71.000000;67.299500;75.755414;41.718584;86.956414
72.000000;109.264917;116.194952;61.285741;135.242262
72.000000;78.145210;67.628611;57.011035;92.633582
73.000000;81.989827;75.246787;74.117337;102.577976
73.000000;100.928680;89.492066;83.022039;117.930265
74.000000;92.480246;101.844956;71.323632;125.825194
74.000000;62.718122;75.890050;43.308041;103.961739
75.000000;67.972682;59.400831;66.450542;98.774498
75.000000;131.341547;96.481939;38.820162;134.090373
76.000000;99.428980;95.681600;60.418084;127.261316
76.000000;69.476121;73.115044;46.266302;98.400508
77.000000;78.261146;77.427149;44.602047;97.787164
77.000000;95.326310;91.676168;75.972328;114.657853
78.000000;107.510904;87.618376;78.994167;123.947764
78.000000;82.375036;72.041693;58.866025;106.134621
79.000000;35.207418;60.369465;17.390535;83.508226
79.000000;101.530804;78.814652;41.692405;99.533697
80.000000;96.425841;95.199153;77.083078;109.549150
80.000000;78.672535;101.811296;68.204555;95.962093
81.000000;90.984286;65.825979;65.534267;94.653128
81.000000;86.612343;56.891358;55.137345;88.459854
82.000000;77.688942;97.143901;72.778453;120.637953
82.000000;78.837091;74.775560;79.416776;111.897807
83.000000;52.986903;57.717876;39.915952;76.948442
83.000000;73.545133;67.392997;53.222516;105.712012
84.000000;120.933405;101.377468;74.405310;127.107980
84.000000;95.135575;88.089604;61.435337;107.331389
85.000000;81.555998;69.629457;61.611112;89.147995
85.000000;94.271658;77.049419;54.864332;96.822270
86.000000;125.174452;103.183840;92.091297;142.441570
86.000000;103.714906;87.521139;77.991874;119.003617
87.000000;79.420515;88.826364;72.965448;117.305702
87.000000;63.286587;87.038692;46.142886;113.692959
88.000000;91.960400;109.242478;77.513166;135.855606
88.000000;103.542870;97.360816;78.593998;124.699484
89.000000;71.959415;73.403016;50.469950;101.280231
89.000000;102.499438;79.936622;56.588426;114.216545
90.000000;112.514890;114.444679;85.636229;146.824732
90.000000;113.558322;89.136776;82.887403;128.764755
91.000000;100.868842;70.848665;76.391196;101.033397
91.000000;79.457914;82.375036;58.641631;112.043663
92.000000;77.774959;113.625640;70.706549;139.502008
92.000000;88.048465;95.393628;75.531020;123.947764
93.000000;126.737730;68.219515;73.672289;121.367233
93.000000;114.945825;81.088511;61.042647;105.726972
94.000000;104.111335;100.472412;80.673382;136.947657
94.000000;104.062716;91.025425;79.947841;131.966110
95.000000;81.219407;70.998261;29.605048;95.217853
95.000000;88.029765;73.743347;48.622439;104.346949
96.000000;111.011450;102.061870;70.212882;140.380885
96.000000;92.495206;102.301223;69.176929;126.509596
97.000000;77.700161;71.802339;57.931050;108.382301
97.000000;96.440800;104.518984;89.353690;120.854867
98.000000;126.902285;103.991658;70.702809;143.051173
98.000000;108.782470;101.556983;55.881585;121.195198
99.000000;98.168634;83.930835;84.215067;116.628780
99.000000;109.493051;101.332589;81.518599;130.619746
100.000000;93.684494;109.792243;67.262101;142.351812
100.000000;112.496191;114.022070;104.137514;143.997368
