2.000000;20.778884;25.274244;38.760323;30.517584
2.000000;24.051297;14.652928;28.303563;26.923540
3.000000;20.165541;21.096776;21.440846;18.729419
3.000000;45.757676;26.302716;45.967110;49.628472
4.000000;42.133713;36.149873;29.077722;55.365479
4.000000;26.841262;27.136714;9.955614;36.512643
5.000000;31.994844;22.746072;15.097976;24.458946
5.000000;31.317922;42.541362;55.717030;37.855267
6.000000;53.753582;38.285356;47.908118;59.707503
6.000000;56.513628;30.910273;38.232997;50.825240
7.000000;29.829442;17.001585;21.025718;31.807849
7.000000;32.570789;37.047449;38.528449;49.392859
8.000000;55.612312;48.278369;20.479692;64.554413
8.000000;0.650743;47.896899;33.453405;45.465964
9.000000;35.521570;22.944286;30.910273;31.172066
9.000000;63.114552;32.840062;27.772497;49.247003
10.000000;59.236275;60.384425;44.340254;63.596999
10.000000;20.490912;32.256637;9.974313;42.967711
11.000000;19.346502;28.640154;48.600000;43.128526
11.000000;80.048819;32.424933;52.654051;59.445710
12.000000;77.924555;57.141931;42.421685;79.484094
12.000000;53.566587;44.587087;47.051681;65.444509
13.000000;27.177853;47.481770;12.969973;44.882539
13.000000;49.284402;34.810989;34.713751;63.114552
14.000000;49.422778;56.779161;58.675290;82.300238
14.000000;41.381993;34.904486;52.070627;66.745995
15.000000;57.250389;37.125987;28.348442;59.049280
15.000000;77.827318;55.365479;42.732097;60.107672
16.000000;89.682801;75.254267;84.506779;91.896822
16.000000;31.594675;45.824994;48.211050;69.872551
17.000000;25.835229;32.982178;29.548950;55.544994
17.000000;66.424363;42.511443;52.022008;72.254867
18.000000;93.243186;80.793059;58.918384;90.423301
18.000000;71.462008;52.986903;46.371020;70.867364
19.000000;32.649327;26.833782;36.920292;56.947457
19.000000;60.302147;52.560554;52.792428;69.289126
20.000000;94.675567;66.499161;60.253528;101.358769
20.000000;50.196937;49.475137;46.303701;75.134590
21.000000;54.916691;57.403724;50.368973;70.010927
21.000000;79.409296;54.939130;63.178130;86.021439
22.000000;84.776052;76.974621;67.202262;102.641554
22.000000;90.819731;80.793059;52.803647;99.417761
23.000000;71.828519;54.467903;62.029981;80.340531
23.000000;42.582501;41.064102;39.216591;79.962801
24.000000;79.772066;92.240893;65.893297;108.217745
24.000000;78.493020;71.002001;73.391797;99.672074
25.000000;74.655883;49.770589;61.828026;85.449234
25.000000;68.339192;54.516522;49.699531;77.442108
