0.000000	0.000000	-347.438576	-353.177452	-2818.465275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.776861	0.000000
1.000000	0.000000	-252.751789	-258.902054	-2665.903536	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.789962	0.000000
1.000000	0.000000	-219.670504	-202.603470	-2820.643766	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.789962	0.000000
2.000000	0.000000	-445.889572	-429.832312	-2587.317018	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.806695	0.000000
2.000000	0.000000	-332.708980	-338.006548	-2353.784575	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.806695	0.000000
3.000000	0.000000	-261.490065	-262.980415	-2177.601628	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.807365	0.000000
3.000000	0.000000	-200.595144	-178.965433	-2357.803098	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.807365	0.000000
4.000000	0.000000	29.941639	47.543478	-2549.551508	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.819743	0.000000
4.000000	0.000000	127.152859	138.464186	-2327.283644	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.819743	0.000000
5.000000	0.000000	250.771512	243.742370	-2188.301482	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.835439	0.000000
5.000000	0.000000	313.510203	331.250419	-2323.152924	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.835439	0.000000
6.000000	0.000000	523.941284	543.873081	-2485.344906	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.836179	0.000000
6.000000	0.000000	598.668225	603.258953	-2250.488538	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.836179	0.000000
7.000000	0.000000	726.045478	720.463677	-2160.413048	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.849710	0.000000
7.000000	0.000000	794.854027	820.575189	-2315.489869	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.849710	0.000000
8.000000	0.000000	999.170372	1014.558190	-2436.763605	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.865373	0.000000
8.000000	0.000000	1067.206632	1071.071818	-2239.841043	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.865373	0.000000
9.000000	0.000000	1210.340083	1204.204777	-2172.440566	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.866189	0.000000
9.000000	0.000000	1260.542630	1279.905962	-2276.280758	0.000000	0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.866189	0.000000
10.000000	0.000000	1475.136219	1504.021337	-2467.842174	0.000000	0.032000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.879651	0.000000
10.000000	0.000000	1570.230655	1563.231433	-2244.654294	0.000000	0.032000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.879651	0.000000
11.000000	0.000000	1701.837735	1690.586246	-2179.292063	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.895450	0.000000
11.000000	0.000000	1735.659520	1755.879289	-2251.597419	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.895450	0.000000
12.000000	0.000000	1963.937404	1992.392432	-2476.694517	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.896092	0.000000
12.000000	0.000000	2055.785607	2054.979658	-2234.878196	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.896092	0.000000
13.000000	0.000000	2193.922551	2186.826091	-2199.700697	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.909629	0.000000
13.000000	0.000000	2241.484729	2259.658773	-2261.227661	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.909629	0.000000
14.000000	0.000000	2464.298619	2489.556033	-2464.633340	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.925453	0.000000
14.000000	0.000000	2523.972462	2533.095948	-2693.705952	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.925453	0.000000
15.000000	0.000000	2683.165044	2679.026845	-2735.721858	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.926158	0.000000
15.000000	0.000000	2740.080711	2767.032300	-2745.559665	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.926158	0.000000
16.000000	0.000000	2953.152162	2977.975748	-2923.638741	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.939673	0.000000
16.000000	0.000000	3021.674609	3020.599387	-2696.688522	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.939673	0.000000
17.000000	0.000000	3180.934508	3169.974731	-2739.553385	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.955415	0.000000
17.000000	0.000000	3257.918479	3300.932938	-2812.483305	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.955415	0.000000
18.000000	0.000000	3430.711207	3468.736639	-2890.247044	0.000000	0.016000	0.496000	0.000000	0.000000	0.000000	0.000000	0.000000	1667049870.956226	0.000000
