%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
0.0, 0.0, -347.4385758335702, -353.1774523155764, -2818.4652745570056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498707768612E9, 0.0, 2022-10-29 15:24:30.776
1.0, 0.0, -252.75178875541314, -258.9020542325452, -2665.9035356645472, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.667049870789962E9, 0.0, 2022-10-29 15:24:30.789
1.0, 0.0, -219.67050369735807, -202.60347024956718, -2820.643766281195, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.667049870789962E9, 0.0, 2022-10-29 15:24:30.789
2.0, 0.0, -445.88957221712917, -429.83231175737455, -2587.317017895635, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708066947E9, 0.0, 2022-10-29 15:24:30.806
2.0, 0.0, -332.7089798580855, -338.00654814532027, -2353.7845750125125, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708066947E9, 0.0, 2022-10-29 15:24:30.806
3.0, 0.0, -261.4900650018826, -262.98041513422504, -2177.6016279999167, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708073647E9, 0.0, 2022-10-29 15:24:30.807
3.0, 0.0, -200.5951439733617, -178.96543257962912, -2357.8030975149013, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708073647E9, 0.0, 2022-10-29 15:24:30.807
4.0, 0.0, 29.941639045253396, 47.543478186707944, -2549.5515081430785, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708197427E9, 0.0, 2022-10-29 15:24:30.819
4.0, 0.0, 127.15285859350115, 138.46418600948527, -2327.283643926494, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708197427E9, 0.0, 2022-10-29 15:24:30.819
5.0, 0.0, 250.77151172887534, 243.74236976215616, -2188.3014817731455, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708354394E9, 0.0, 2022-10-29 15:24:30.835
5.0, 0.0, 313.5102034355514, 331.25041887536645, -2323.1529244254343, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708354394E9, 0.0, 2022-10-29 15:24:30.835
6.0, 0.0, 523.9412842923775, 543.8730811062269, -2485.344905703794, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708361793E9, 0.0, 2022-10-29 15:24:30.836
6.0, 0.0, 598.6682253070176, 603.2589525026269, -2250.4885382363573, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708361793E9, 0.0, 2022-10-29 15:24:30.836
7.0, 0.0, 726.0454778978601, 720.4636772139929, -2160.413047803566, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708497097E9, 0.0, 2022-10-29 15:24:30.849
7.0, 0.0, 794.8540272326209, 820.5751891778782, -2315.4898694162257, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708497097E9, 0.0, 2022-10-29 15:24:30.849
8.0, 0.0, 999.170371661894, 1014.5581900295801, -2436.7636052793823, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.667049870865373E9, 0.0, 2022-10-29 15:24:30.865
8.0, 0.0, 1067.2066316558048, 1071.0718182600103, -2239.841043062508, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.667049870865373E9, 0.0, 2022-10-29 15:24:30.865
9.0, 0.0, 1210.340082759969, 1204.2047768826596, -2172.4405660610646, 0.0, 0.03200000151991844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670498708661885E9, 0.0, 2022-10-29 15:24:30.866
