%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
0.0, -736.1936964276247, -710.2294409852475, 845.916751277633, 1761.109539384488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670470231863377E9, 0.0, 2022-10-29 14:37:03.186
1.0, -878.4333114423789, -818.9483326971531, 712.888509853743, 1958.6117860944942, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670470231995842E9, 0.0, 2022-10-29 14:37:03.199
1.0, -826.5534192570485, -749.4722112203017, 884.9126881156117, 2181.0554256089963, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670470231995842E9, 0.0, 2022-10-29 14:37:03.199
2.0, -762.6011300147511, -695.5166745595634, 1125.612649263814, 2271.5778340864927, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.667047023216794E9, 0.0, 2022-10-29 14:37:03.216
2.0, -719.5978903742507, -684.377382541541, 895.3264395422302, 2247.2142558251508, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.667047023216794E9, 0.0, 2022-10-29 14:37:03.216
3.0, -893.5742964129895, -822.9107567002065, 713.3653470980935, 2465.3345709908754, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.667047023217213E9, 0.0, 2022-10-29 14:37:03.217
3.0, -830.6168205589056, -754.859537106473, 871.8286481206305, 2651.6470370334573, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.667047023217213E9, 0.0, 2022-10-29 14:37:03.217
4.0, -766.4962358186021, -708.619414054323, 640.8916958067566, 2770.12145777978, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.667047023229453E9, 0.0, 2022-10-29 14:37:03.229
4.0, -722.1241927943192, -692.0909262001514, 860.281707007438, 2714.196863792371, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.667047023229453E9, 0.0, 2022-10-29 14:37:03.229
5.0, -898.4230767055415, -836.2640694919974, 717.2193140024319, 2494.5076605952345, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670470232451797E9, 0.0, 2022-10-29 14:37:03.245
5.0, -845.9747197269462, -765.9876094246283, 867.3089790241793, 2660.250676881522, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670470232451797E9, 0.0, 2022-10-29 14:37:03.245
6.0, -779.4680788149126, -732.9418534161523, 635.8559205164202, 2776.769129951019, 0.0, 0.01600000075995922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6670470232459023E9, 0.0, 2022-10-29 14:37:03.245
